gene_name,gene_id,Chow,HFD,FC,P
Gm11885,ENSMUSG00000080997,0,0,,     NA
Gm11880,ENSMUSG00000082490,0,0,,     NA
Gm11882,ENSMUSG00000083376,0,0,,     NA
Gm24607,ENSMUSG00000077561,0,0,,     NA
Gm37900,ENSMUSG00000103000,0,0,,     NA
Pou3f2,ENSMUSG00000095139,0,0,,     NA
Gm30731,ENSMUSG00000107859,0,0,,     NA
Gm11878,ENSMUSG00000081810,0,0,,     NA
Gm11881,ENSMUSG00000083514,0,0,,     NA
Gm11879,ENSMUSG00000080762,0,0,,     NA
Gm24078,ENSMUSG00000088809,0,0,,     NA
1700025O08Rik,ENSMUSG00000028244,0,0,,     NA
Gm11884,ENSMUSG00000087098,0,0,,     NA
Gm25978,ENSMUSG00000089323,0,0,,     NA
Gm11890,ENSMUSG00000084179,0,0,,     NA
Gm28448,ENSMUSG00000100395,0,0,,     NA
Gm11892,ENSMUSG00000083154,0,0,,     NA
Gm11891,ENSMUSG00000081148,0,0,,     NA
Gm27243,ENSMUSG00000099150,0,0,,     NA
Klhl32,ENSMUSG00000040387,0,0,,     NA
Gm11899,ENSMUSG00000087399,0,0,,     NA
C230012O17Rik,ENSMUSG00000046219,0,0,,     NA
Gpr63,ENSMUSG00000040372,0,0,,     NA
Gm11906,ENSMUSG00000085885,0,0,,     NA
Fhl5,ENSMUSG00000028259,0,0,,     NA
Gm11897,ENSMUSG00000081786,0,0,,     NA
Gm11894,ENSMUSG00000082451,0,0,,     NA
Gm11896,ENSMUSG00000081369,0,0,,     NA
Gm24977,ENSMUSG00000065040,0,0,,     NA
Fut9,ENSMUSG00000055373,0,0,,     NA
Gm24042,ENSMUSG00000065048,0,0,,     NA
Gm11898,ENSMUSG00000083835,0,0,,     NA
Gm26067,ENSMUSG00000076977,0,0,,     NA
Gm11895,ENSMUSG00000084018,0,0,,     NA
Gm24965,ENSMUSG00000088547,0,0,,     NA
Bhmt-ps1,ENSMUSG00000096105,0,0,,     NA
Gm11903,ENSMUSG00000082573,0,0,,     NA
Gng2-ps1,ENSMUSG00000081985,0,0,,     NA
Gm11905,ENSMUSG00000082138,0,0,,     NA
4930548K13Rik,ENSMUSG00000086257,0,0,,     NA
Gm11904,ENSMUSG00000083447,0,0,,     NA
Gm11901,ENSMUSG00000084163,0,0,,     NA
Gm25173,ENSMUSG00000095003,0,0,,     NA
Tpm3-rs2,ENSMUSG00000080175,0,0,,     NA
Gm11911,ENSMUSG00000082977,0,0,,     NA
Gm25378,ENSMUSG00000077521,0,0,,     NA
Gm11908,ENSMUSG00000082359,0,0,,     NA
Gm11909,ENSMUSG00000081579,0,0,,     NA
Gm11910,ENSMUSG00000084073,0,0,,     NA
Gm11912,ENSMUSG00000083214,0,0,,     NA
Gm11913,ENSMUSG00000081011,0,0,,     NA
Epha7,ENSMUSG00000028289,0,0,,     NA
Gm11915,ENSMUSG00000086774,0,0,,     NA
Gm11917,ENSMUSG00000087316,0,0,,     NA
Gm11916,ENSMUSG00000086339,0,0,,     NA
Gm11918,ENSMUSG00000080911,0,0,,     NA
Gm11919,ENSMUSG00000082486,0,0,,     NA
Gm11923,ENSMUSG00000082058,0,0,,     NA
Gm11925,ENSMUSG00000080771,0,0,,     NA
Gm11924,ENSMUSG00000087180,0,0,,     NA
4930556G01Rik,ENSMUSG00000085522,0,0,,     NA
Gm22831,ENSMUSG00000093947,0,0,,     NA
Gm11920,ENSMUSG00000082949,0,0,,     NA
Gm25705,ENSMUSG00000065053,0,0,,     NA
Gm11922,ENSMUSG00000082254,0,0,,     NA
Gm11926,ENSMUSG00000084201,0,0,,     NA
Gm26254,ENSMUSG00000084440,0,0,,     NA
Gm11927,ENSMUSG00000082398,0,0,,     NA
Gm11928,ENSMUSG00000083872,0,0,,     NA
Bach2it1,ENSMUSG00000087049,0,0,,     NA
Gm24371,ENSMUSG00000084611,0,0,,     NA
Bach2os,ENSMUSG00000086150,0,0,,     NA
Gm11933,ENSMUSG00000081879,0,0,,     NA
Gm11936,ENSMUSG00000081592,0,0,,     NA
Gm11941,ENSMUSG00000083565,0,0,,     NA
Gm11943,ENSMUSG00000081025,0,0,,     NA
Gm11931,ENSMUSG00000082851,0,0,,     NA
Gabrr2,ENSMUSG00000023267,0,0,,     NA
Gabrr1,ENSMUSG00000028280,0,0,,     NA
Gm11930,ENSMUSG00000083887,0,0,,     NA
Srsf12,ENSMUSG00000054679,0,0,,     NA
Gm11934,ENSMUSG00000086127,0,0,,     NA
Mir8118,ENSMUSG00000098310,0,0,,     NA
Gm11935,ENSMUSG00000081206,0,0,,     NA
Gm23304,ENSMUSG00000096184,0,0,,     NA
Gm24341,ENSMUSG00000077397,0,0,,     NA
Gm22010,ENSMUSG00000089414,0,0,,     NA
Spaca1,ENSMUSG00000028264,0,0,,     NA
Gm25623,ENSMUSG00000087841,0,0,,     NA
Gm12753,ENSMUSG00000087602,0,0,,     NA
Gm12751,ENSMUSG00000062554,0,0,,     NA
Gm12752,ENSMUSG00000081384,0,0,,     NA
Gm12754,ENSMUSG00000082649,0,0,,     NA
Gm23466,ENSMUSG00000087758,0,0,,     NA
Gm12351,ENSMUSG00000084119,0,0,,     NA
Gm12350,ENSMUSG00000095588,0,0,,     NA
Gm22849,ENSMUSG00000088338,0,0,,     NA
Cfap206,ENSMUSG00000028294,0,0,,     NA
Gm136,ENSMUSG00000071015,0,0,,     NA
Gm12363,ENSMUSG00000082367,0,0,,     NA
Cga,ENSMUSG00000028298,0,0,,     NA
Platr9,ENSMUSG00000085824,0,0,,     NA
Gm12361,ENSMUSG00000083956,0,0,,     NA
Gm12362,ENSMUSG00000082709,0,0,,     NA
Gm12364,ENSMUSG00000086792,0,0,,     NA
Gm12366,ENSMUSG00000082762,0,0,,     NA
Gm12367,ENSMUSG00000084828,0,0,,     NA
Gm12368,ENSMUSG00000083934,0,0,,     NA
Gm12365,ENSMUSG00000083851,0,0,,     NA
Lingo2,ENSMUSG00000045083,0,0,,     NA
Gm12370,ENSMUSG00000084352,0,0,,     NA
Mir876,ENSMUSG00000077851,0,0,,     NA
Mir873b,ENSMUSG00000106425,0,0,,     NA
Mir873a,ENSMUSG00000078057,0,0,,     NA
Gm23314,ENSMUSG00000087843,0,0,,     NA
Gm12371,ENSMUSG00000084898,0,0,,     NA
Gm12372,ENSMUSG00000080969,0,0,,     NA
Rpl23a-ps6,ENSMUSG00000082732,0,0,,     NA
Gm12374,ENSMUSG00000086026,0,0,,     NA
Gm22732,ENSMUSG00000088718,0,0,,     NA
Gm12375,ENSMUSG00000083983,0,0,,     NA
Gm12378,ENSMUSG00000080057,0,0,,     NA
Gm12379,ENSMUSG00000082899,0,0,,     NA
Gm12380,ENSMUSG00000084148,0,0,,     NA
Gm12381,ENSMUSG00000085632,0,0,,     NA
Gm12382,ENSMUSG00000081427,0,0,,     NA
Gm12383,ENSMUSG00000082238,0,0,,     NA
Gm23607,ENSMUSG00000077738,0,0,,     NA
Gm17094,ENSMUSG00000090839,0,0,,     NA
1700009N14Rik,ENSMUSG00000028287,0,0,,     NA
Gm12385,ENSMUSG00000082302,0,0,,     NA
Gm12384,ENSMUSG00000083271,0,0,,     NA
Gm12386,ENSMUSG00000082022,0,0,,     NA
Gm22850,ENSMUSG00000088339,0,0,,     NA
Gm12387,ENSMUSG00000084220,0,0,,     NA
Gm26087,ENSMUSG00000088526,0,0,,     NA
Gm12388,ENSMUSG00000083202,0,0,,     NA
Gm12389,ENSMUSG00000081352,0,0,,     NA
4930509K18Rik,ENSMUSG00000087137,0,0,,     NA
Gm23338,ENSMUSG00000089585,0,0,,     NA
4933428C19Rik,ENSMUSG00000086355,0,0,,     NA
Gm12391,ENSMUSG00000081720,0,0,,     NA
Gm12390,ENSMUSG00000082008,0,0,,     NA
Mir207,ENSMUSG00000065452,0,0,,     NA
Gm12396,ENSMUSG00000056412,0,0,,     NA
Mir5123,ENSMUSG00000096377,0,0,,     NA
Gm24112,ENSMUSG00000094959,0,0,,     NA
Gm12397,ENSMUSG00000081309,0,0,,     NA
Mir3094,ENSMUSG00000092862,0,0,,     NA
Gm25637,ENSMUSG00000088154,0,0,,     NA
Gm24650,ENSMUSG00000087730,0,0,,     NA
Gm22888,ENSMUSG00000089265,0,0,,     NA
Gm23090,ENSMUSG00000093562,0,0,,     NA
Gm12401,ENSMUSG00000081866,0,0,,     NA
Gm26084,ENSMUSG00000088528,0,0,,     NA
Kif24,ENSMUSG00000028438,0,0,,     NA
1110017D15Rik,ENSMUSG00000028441,0,0,,     NA
Fam219aos,ENSMUSG00000036162,0,0,,     NA
Gm12404,ENSMUSG00000087623,0,0,,     NA
Dnaic1,ENSMUSG00000061322,0,0,,     NA
Enho,ENSMUSG00000028445,0,0,,     NA
Gm12406,ENSMUSG00000084761,0,0,,     NA
Gm12405,ENSMUSG00000087054,0,0,,     NA
Arid3c,ENSMUSG00000066224,0,0,,     NA
Ccl27a,ENSMUSG00000073888,0,0,,     NA
Gm12407,ENSMUSG00000095298,0,0,,     NA
Gm10601,ENSMUSG00000082962,0,0,,     NA
Gm13307,ENSMUSG00000085730,0,0,,     NA
Gm13302,ENSMUSG00000084010,0,0,,     NA
Gm21541,ENSMUSG00000094065,0,0,,     NA
Ccl19-ps1,ENSMUSG00000082902,0,0,,     NA
Gm20878,ENSMUSG00000078747,0,0,,     NA
Fam205a4,ENSMUSG00000078746,0,0,,     NA
Gm13303,ENSMUSG00000082414,0,0,,     NA
Gm21093,ENSMUSG00000096256,0,0,,     NA
Gm37530,ENSMUSG00000103694,0,0,,     NA
Gm3892,ENSMUSG00000095348,0,0,,     NA
Gm3893,ENSMUSG00000094293,0,0,,     NA
Gm13304,ENSMUSG00000073878,0,0,,     NA
Gm13299,ENSMUSG00000087577,0,0,,     NA
Ccl19-ps3,ENSMUSG00000094162,0,0,,     NA
Gm13306,ENSMUSG00000073877,0,0,,     NA
Gm13305,ENSMUSG00000073876,0,0,,     NA
1700045I11Rik,ENSMUSG00000104526,0,0,,     NA
Gm17167,ENSMUSG00000091542,0,0,,     NA
Gm13301,ENSMUSG00000096862,0,0,,     NA
Gm5859,ENSMUSG00000073879,0,0,,     NA
Gm17081,ENSMUSG00000090338,0,0,,     NA
Gm10600,ENSMUSG00000083929,0,0,,     NA
Ccl21b,ENSMUSG00000095675,0,0,,     NA
Gm21980,ENSMUSG00000096327,0,0,,     NA
Gm21953,ENSMUSG00000094695,0,0,,     NA
Fam205a3,ENSMUSG00000093996,0,0,,     NA
Gm21586,ENSMUSG00000095234,0,0,,     NA
Gm3883,ENSMUSG00000093909,0,0,,     NA
Gm2163,ENSMUSG00000095779,0,0,,     NA
Fam205a2,ENSMUSG00000094066,0,0,,     NA
Gm10593,ENSMUSG00000095258,0,0,,     NA
Gm10591,ENSMUSG00000096596,0,0,,     NA
Gm2564,ENSMUSG00000091938,0,0,,     NA
Ccl27b,ENSMUSG00000096826,0,0,,     NA
Il11ra2,ENSMUSG00000078735,0,0,,     NA
Gm21955,ENSMUSG00000102504,0,0,,     NA
4930578G10Rik,ENSMUSG00000054885,0,0,,     NA
Gm12395,ENSMUSG00000085910,0,0,,     NA
Ccl19,ENSMUSG00000071005,0,0,,     NA
Ccl21a,ENSMUSG00000094686,0,0,,     NA
Gm12394,ENSMUSG00000078722,0,0,,     NA
Fam205a1,ENSMUSG00000078721,0,0,,     NA
Fam205c,ENSMUSG00000050141,0,0,,     NA
1700022I11Rik,ENSMUSG00000028451,0,0,,     NA
Gm26643,ENSMUSG00000097681,0,0,,     NA
Gm23709,ENSMUSG00000077552,0,0,,     NA
Gm25010,ENSMUSG00000089028,0,0,,     NA
Cd72,ENSMUSG00000028459,0,0,,     NA
Sit1,ENSMUSG00000028460,0,0,,     NA
AL732506.1,ENSMUSG00000115420,0,0,,     NA
Rmrp,ENSMUSG00000088088,0,0,,     NA
Arhgef39,ENSMUSG00000051517,0,0,,     NA
Msmp,ENSMUSG00000078719,0,0,,     NA
Gm12472,ENSMUSG00000085351,0,0,,     NA
Gm25262,ENSMUSG00000092675,0,0,,     NA
Gm12473,ENSMUSG00000086043,0,0,,     NA
Fam221b,ENSMUSG00000043633,0,0,,     NA
Tmem8b,ENSMUSG00000078716,0,0,,     NA
Gm23257,ENSMUSG00000088947,0,0,,     NA
Olfr70,ENSMUSG00000050215,0,0,,     NA
Olfr71,ENSMUSG00000046450,0,0,,     NA
Hrct1,ENSMUSG00000071001,0,0,,     NA
Spaar,ENSMUSG00000028475,0,0,,     NA
Olfr269-ps1,ENSMUSG00000083417,0,0,,     NA
Olfr159,ENSMUSG00000044801,0,0,,     NA
Olfr29-ps1,ENSMUSG00000111338,0,0,,     NA
Gm12492,ENSMUSG00000081329,0,0,,     NA
Olfr156,ENSMUSG00000110970,0,0,,     NA
Olfr157,ENSMUSG00000111611,0,0,,     NA
Olfr155,ENSMUSG00000071000,0,0,,     NA
Reck,ENSMUSG00000028476,0,0,,     NA
Gm27265,ENSMUSG00000099252,0,0,,     NA
Ccin,ENSMUSG00000070999,0,0,,     NA
Gm22706,ENSMUSG00000088532,0,0,,     NA
Gm12504,ENSMUSG00000084274,0,0,,     NA
Mir5106,ENSMUSG00000092677,0,0,,     NA
Gm12677,ENSMUSG00000081127,0,0,,     NA
Gm12455,ENSMUSG00000083803,0,0,,     NA
Gm24376,ENSMUSG00000077587,0,0,,     NA
Pax5,ENSMUSG00000014030,0,0,,     NA
Mir5120,ENSMUSG00000092761,0,0,,     NA
Gm12462,ENSMUSG00000086211,0,0,,     NA
4930517J16Rik,ENSMUSG00000102880,0,0,,     NA
5730488B01Rik,ENSMUSG00000103995,0,0,,     NA
Gm12463,ENSMUSG00000080916,0,0,,     NA
Gm22639,ENSMUSG00000094842,0,0,,     NA
Gm12678,ENSMUSG00000084854,0,0,,     NA
Gm12493,ENSMUSG00000086000,0,0,,     NA
Gm12679,ENSMUSG00000086205,0,0,,     NA
Polr1e,ENSMUSG00000028318,0,0,,     NA
Fbxo10,ENSMUSG00000048232,0,0,,     NA
Gm12566,ENSMUSG00000082628,0,0,,     NA
Frmpd1,ENSMUSG00000035615,0,0,,     NA
Frmpd1os,ENSMUSG00000086284,0,0,,     NA
Gm12585,ENSMUSG00000083541,0,0,,     NA
Gm25692,ENSMUSG00000093185,0,0,,     NA
Gm22055,ENSMUSG00000065322,0,0,,     NA
Gm12411,ENSMUSG00000081559,0,0,,     NA
Gm12408,ENSMUSG00000085980,0,0,,     NA
Gm829,ENSMUSG00000073860,0,0,,     NA
Gm12410,ENSMUSG00000085305,0,0,,     NA
Gm12409,ENSMUSG00000085876,0,0,,     NA
Gm12412,ENSMUSG00000083685,0,0,,     NA
Igfbpl1,ENSMUSG00000035551,0,0,,     NA
Ccdc180,ENSMUSG00000035539,0,0,,     NA
Gm23250,ENSMUSG00000088069,0,0,,     NA
Gm12444,ENSMUSG00000082194,0,0,,     NA
Gm12445,ENSMUSG00000081483,0,0,,     NA
Gm12446,ENSMUSG00000087383,0,0,,     NA
Gm12447,ENSMUSG00000080816,0,0,,     NA
Foxe1,ENSMUSG00000070990,0,0,,     NA
Trmo,ENSMUSG00000028331,0,0,,     NA
Hemgn,ENSMUSG00000028332,0,0,,     NA
Gm16731,ENSMUSG00000085990,0,0,,     NA
Gm568,ENSMUSG00000048824,0,0,,     NA
Gm12425,ENSMUSG00000081561,0,0,,     NA
Gm12422,ENSMUSG00000084199,0,0,,     NA
Gm12424,ENSMUSG00000094286,0,0,,     NA
Gm12423,ENSMUSG00000083491,0,0,,     NA
Gm12426,ENSMUSG00000087500,0,0,,     NA
Col15a1,ENSMUSG00000028339,0,0,,     NA
Gm12430,ENSMUSG00000081152,0,0,,     NA
Gm27601,ENSMUSG00000098999,0,0,,     NA
Gm27668,ENSMUSG00000098518,0,0,,     NA
Gm38343,ENSMUSG00000102450,0,0,,     NA
Gm22670,ENSMUSG00000089349,0,0,,     NA
Gm12434,ENSMUSG00000085660,0,0,,     NA
Mir1958,ENSMUSG00000087844,0,0,,     NA
Gm12435,ENSMUSG00000081953,0,0,,     NA
Msantd3,ENSMUSG00000039693,0,0,,     NA
Tmeff1,ENSMUSG00000028347,0,0,,     NA
Cavin4,ENSMUSG00000028348,0,0,,     NA
Gm12439,ENSMUSG00000080850,0,0,,     NA
Gm12438,ENSMUSG00000083091,0,0,,     NA
Gm23746,ENSMUSG00000077417,0,0,,     NA
Gm12436,ENSMUSG00000084787,0,0,,     NA
Gm12442,ENSMUSG00000083869,0,0,,     NA
Plppr1,ENSMUSG00000063446,0,0,,     NA
Gm12453,ENSMUSG00000096476,0,0,,     NA
Rbpsuh-ps1,ENSMUSG00000081770,0,0,,     NA
Acnat2,ENSMUSG00000060317,0,0,,     NA
Gm12451,ENSMUSG00000082725,0,0,,     NA
Gm12452,ENSMUSG00000094082,0,0,,     NA
Gm26424,ENSMUSG00000084479,0,0,,     NA
Ppp3r2,ENSMUSG00000028310,0,0,,     NA
Gm12459,ENSMUSG00000083153,0,0,,     NA
Gm12458,ENSMUSG00000081120,0,0,,     NA
Gm25485,ENSMUSG00000095394,0,0,,     NA
Gm12460,ENSMUSG00000084116,0,0,,     NA
Cylc2,ENSMUSG00000039555,0,0,,     NA
Amd-ps4,ENSMUSG00000019836,0,0,,     NA
Gm22563,ENSMUSG00000087958,0,0,,     NA
Gm23043,ENSMUSG00000088515,0,0,,     NA
Gm24943,ENSMUSG00000088954,0,0,,     NA
Gm12465,ENSMUSG00000082963,0,0,,     NA
Gm12466,ENSMUSG00000083539,0,0,,     NA
Gm12467,ENSMUSG00000082267,0,0,,     NA
Tmc4-ps,ENSMUSG00000084380,0,0,,     NA
Olfr275,ENSMUSG00000089717,0,0,,     NA
Olfr274-ps1,ENSMUSG00000110940,0,0,,     NA
Olfr273,ENSMUSG00000049648,0,0,,     NA
AL772397.1,ENSMUSG00000110756,0,0,,     NA
Cct3-ps1,ENSMUSG00000083937,0,0,,     NA
Olfr272,ENSMUSG00000051593,0,0,,     NA
Olfr271-ps1,ENSMUSG00000082216,0,0,,     NA
Nipsnap3a,ENSMUSG00000015242,0,0,,     NA
4930412L05Rik,ENSMUSG00000087192,0,0,,     NA
4930522O17Rik,ENSMUSG00000086947,0,0,,     NA
Gm12495,ENSMUSG00000083735,0,0,,     NA
Gm12496,ENSMUSG00000086267,0,0,,     NA
1700060J05Rik,ENSMUSG00000084970,0,0,,     NA
Gm12470,ENSMUSG00000081516,0,0,,     NA
Fktn,ENSMUSG00000028414,0,0,,     NA
Gm25445,ENSMUSG00000089621,0,0,,     NA
Tal2,ENSMUSG00000028417,0,0,,     NA
n-R5s185,ENSMUSG00000065887,0,0,,     NA
Gm23745,ENSMUSG00000077418,0,0,,     NA
Gm24177,ENSMUSG00000089552,0,0,,     NA
Gm12484,ENSMUSG00000086987,0,0,,     NA
Gm12469,ENSMUSG00000083624,0,0,,     NA
Gm29067,ENSMUSG00000099421,0,0,,     NA
Gm12478,ENSMUSG00000086371,0,0,,     NA
Gm12480,ENSMUSG00000087077,0,0,,     NA
Gm24628,ENSMUSG00000084710,0,0,,     NA
Gm12515,ENSMUSG00000082704,0,0,,     NA
Gm12514,ENSMUSG00000087614,0,0,,     NA
Gm12509,ENSMUSG00000081177,0,0,,     NA
Gm12508,ENSMUSG00000081504,0,0,,     NA
Gm25419,ENSMUSG00000077403,0,0,,     NA
Gm12516,ENSMUSG00000084144,0,0,,     NA
Gm12513,ENSMUSG00000084404,0,0,,     NA
Gm12505,ENSMUSG00000087070,0,0,,     NA
Gm12510,ENSMUSG00000086346,0,0,,     NA
Gm22150,ENSMUSG00000077635,0,0,,     NA
Gm12507,ENSMUSG00000082952,0,0,,     NA
Gm12511,ENSMUSG00000066176,0,0,,     NA
Gm12519,ENSMUSG00000085643,0,0,,     NA
Gm12520,ENSMUSG00000081290,0,0,,     NA
2310081O03Rik,ENSMUSG00000085020,0,0,,     NA
Gm12518,ENSMUSG00000082613,0,0,,     NA
Gm26144,ENSMUSG00000077663,0,0,,     NA
Actl7b,ENSMUSG00000070980,0,0,,     NA
Gm26657,ENSMUSG00000096930,0,0,,     NA
Actl7a,ENSMUSG00000070979,0,0,,     NA
Ikbkap,ENSMUSG00000028431,0,0,,     NA
Gm22952,ENSMUSG00000080370,0,0,,     NA
Mir32,ENSMUSG00000065544,0,0,,     NA
Gm25053,ENSMUSG00000099002,0,0,,     NA
Gm25053,ENSMUSG00000106585,0,0,,     NA
Gm22300,ENSMUSG00000064595,0,0,,     NA
Gm12530,ENSMUSG00000085967,0,0,,     NA
Gm12536,ENSMUSG00000085654,0,0,,     NA
1700042G15Rik,ENSMUSG00000087044,0,0,,     NA
Palm2,ENSMUSG00000090053,0,0,,     NA
Gm12539,ENSMUSG00000081615,0,0,,     NA
Pakap,ENSMUSG00000089945,0,0,,     NA
Akap2,ENSMUSG00000038729,0,0,,     NA
Gm12526,ENSMUSG00000073846,0,0,,     NA
Gm24277,ENSMUSG00000089286,0,0,,     NA
Gm26138,ENSMUSG00000096195,0,0,,     NA
Txndc8,ENSMUSG00000038709,0,0,,     NA
Svep1,ENSMUSG00000028369,0,0,,     NA
Gm26889,ENSMUSG00000097249,0,0,,     NA
Musk,ENSMUSG00000057280,0,0,,     NA
Mir3095,ENSMUSG00000093293,0,0,,     NA
Gm12578,ENSMUSG00000081186,0,0,,     NA
Gm12579,ENSMUSG00000083145,0,0,,     NA
Gm12580,ENSMUSG00000086470,0,0,,     NA
Olfr267,ENSMUSG00000043385,0,0,,     NA
Zkscan16,ENSMUSG00000038630,0,0,,     NA
Gm20503,ENSMUSG00000092345,0,0,,     NA
AI481877,ENSMUSG00000038598,0,0,,     NA
Gm12593,ENSMUSG00000081432,0,0,,     NA
Gm12594,ENSMUSG00000086660,0,0,,     NA
Rpsa-ps11,ENSMUSG00000082978,0,0,,     NA
Gm12527,ENSMUSG00000083979,0,0,,     NA
Gm12529,ENSMUSG00000080831,0,0,,     NA
Gm12542,ENSMUSG00000073843,0,0,,     NA
Slc46a2,ENSMUSG00000028386,0,0,,     NA
Mup4,ENSMUSG00000041333,0,0,,     NA
Mup6,ENSMUSG00000078689,0,0,,     NA
Mup7,ENSMUSG00000073842,0,0,,     NA
Mup-ps1,ENSMUSG00000083239,0,0,,     NA
Mup2,ENSMUSG00000078688,0,0,,     NA
Mup-ps2,ENSMUSG00000073840,0,0,,     NA
Mup8,ENSMUSG00000078687,0,0,,     NA
Mup-ps3,ENSMUSG00000095455,0,0,,     NA
Mup-ps29,ENSMUSG00000096654,0,0,,     NA
Mup-ps28,ENSMUSG00000083293,0,0,,     NA
Mup-ps4,ENSMUSG00000078685,0,0,,     NA
Mup-ps26,ENSMUSG00000094202,0,0,,     NA
Mup1,ENSMUSG00000078683,0,0,,     NA
Gm13773,ENSMUSG00000086253,0,0,,     NA
Mup-ps6,ENSMUSG00000094222,0,0,,     NA
Mup-ps24,ENSMUSG00000094235,0,0,,     NA
Mup10,ENSMUSG00000078680,0,0,,     NA
Mup-ps5,ENSMUSG00000082868,0,0,,     NA
Mup11,ENSMUSG00000073834,0,0,,     NA
Mup-ps7,ENSMUSG00000094743,0,0,,     NA
Mup12,ENSMUSG00000094793,0,0,,     NA
Mup-ps8,ENSMUSG00000096891,0,0,,     NA
Gm21320,ENSMUSG00000110439,0,0,,     NA
Gm21286,ENSMUSG00000094948,0,0,,     NA
Mup-ps9,ENSMUSG00000096652,0,0,,     NA
Mup13,ENSMUSG00000089873,0,0,,     NA
Mup-ps10,ENSMUSG00000082173,0,0,,     NA
Mup14,ENSMUSG00000073830,0,0,,     NA
Mup-ps11,ENSMUSG00000095978,0,0,,     NA
Mup15,ENSMUSG00000096674,0,0,,     NA
Mup-ps12,ENSMUSG00000073835,0,0,,     NA
Mup16,ENSMUSG00000078675,0,0,,     NA
Mup-ps13,ENSMUSG00000095532,0,0,,     NA
Mup17,ENSMUSG00000096688,0,0,,     NA
Mup-ps14,ENSMUSG00000082065,0,0,,     NA
Mup18,ENSMUSG00000078674,0,0,,     NA
Mup-ps15,ENSMUSG00000083304,0,0,,     NA
Gm12573,ENSMUSG00000095307,0,0,,     NA
Mup19,ENSMUSG00000078673,0,0,,     NA
Gm13775,ENSMUSG00000081207,0,0,,     NA
Mup-ps16,ENSMUSG00000090090,0,0,,     NA
Mup5,ENSMUSG00000058523,0,0,,     NA
Mup-ps23,ENSMUSG00000081755,0,0,,     NA
Mup-ps17,ENSMUSG00000081053,0,0,,     NA
Mup-ps18,ENSMUSG00000082363,0,0,,     NA
Mup-ps19,ENSMUSG00000082644,0,0,,     NA
Mup-ps20,ENSMUSG00000084309,0,0,,     NA
Mup-ps21,ENSMUSG00000083524,0,0,,     NA
Mup20,ENSMUSG00000078672,0,0,,     NA
Mup3,ENSMUSG00000066154,0,0,,     NA
Gm12909,ENSMUSG00000085404,0,0,,     NA
Gm12910,ENSMUSG00000086530,0,0,,     NA
Mup21,ENSMUSG00000066153,0,0,,     NA
Gm23148,ENSMUSG00000096713,0,0,,     NA
Wdr31,ENSMUSG00000028391,0,0,,     NA
4933430I17Rik,ENSMUSG00000058046,0,0,,     NA
Gm11209,ENSMUSG00000085177,0,0,,     NA
Gm11210,ENSMUSG00000085223,0,0,,     NA
Gm11211,ENSMUSG00000086139,0,0,,     NA
Gm24117,ENSMUSG00000077161,0,0,,     NA
Gm25391,ENSMUSG00000087967,0,0,,     NA
Gm11481,ENSMUSG00000082048,0,0,,     NA
Gm11480,ENSMUSG00000083635,0,0,,     NA
Zfp618,ENSMUSG00000028358,0,0,,     NA
Ambp,ENSMUSG00000028356,0,0,,     NA
Col27a1,ENSMUSG00000045672,0,0,,     NA
Mir455,ENSMUSG00000070102,0,0,,     NA
Orm1,ENSMUSG00000039196,0,0,,     NA
Gm11212,ENSMUSG00000082141,0,0,,     NA
Orm3,ENSMUSG00000028359,0,0,,     NA
Orm2,ENSMUSG00000061540,0,0,,     NA
Aknaos,ENSMUSG00000086953,0,0,,     NA
Gm11483,ENSMUSG00000083943,0,0,,     NA
Gm11213,ENSMUSG00000084782,0,0,,     NA
Tex48,ENSMUSG00000058935,0,0,,     NA
Gm24234,ENSMUSG00000077504,0,0,,     NA
Gm11482,ENSMUSG00000086817,0,0,,     NA
Tnfsf8,ENSMUSG00000028362,0,0,,     NA
Rpl17-ps4,ENSMUSG00000084345,0,0,,     NA
Tnc,ENSMUSG00000028364,0,0,,     NA
Gm11216,ENSMUSG00000086755,0,0,,     NA
Gm11217,ENSMUSG00000085032,0,0,,     NA
Gm23950,ENSMUSG00000077214,0,0,,     NA
Gm11218,ENSMUSG00000081941,0,0,,     NA
Gm11219,ENSMUSG00000080805,0,0,,     NA
Pappa,ENSMUSG00000028370,0,0,,     NA
Astn2,ENSMUSG00000028373,0,0,,     NA
Gm11484,ENSMUSG00000083080,0,0,,     NA
Gm25480,ENSMUSG00000065151,0,0,,     NA
Gm11220,ENSMUSG00000082053,0,0,,     NA
Tlr4,ENSMUSG00000039005,0,0,,     NA
Gm11403,ENSMUSG00000081435,0,0,,     NA
Gm11751,ENSMUSG00000086364,0,0,,     NA
Gm23738,ENSMUSG00000064762,0,0,,     NA
Tcp1-ps1,ENSMUSG00000081231,0,0,,     NA
Gm12911,ENSMUSG00000086790,0,0,,     NA
Brinp1,ENSMUSG00000028351,0,0,,     NA
Gm24697,ENSMUSG00000065815,0,0,,     NA
Gm11404,ENSMUSG00000082553,0,0,,     NA
Gm11222,ENSMUSG00000085627,0,0,,     NA
Gm11223,ENSMUSG00000046341,0,0,,     NA
Gm11225,ENSMUSG00000082368,0,0,,     NA
Ywhaq-ps3,ENSMUSG00000080902,0,0,,     NA
Gm26320,ENSMUSG00000088367,0,0,,     NA
Gm11227,ENSMUSG00000083549,0,0,,     NA
